"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" отэ он ,яинечанзан утсем к месвос";"ен";"совсем к месту назначения, но это ";"не";" ";"беда. ";"И. А. Ефремов. Бухта радужных струй (1944)";"И. А. Ефремов";"1907";"Бухта радужных струй";"1944";"художественная";"рассказ";"";"Алмазная труба. -- М.: Детгиз, 1954";"1954";"книга";"омонимия снята вручную";"351";"4631";"н-возраст";"н-уровень";"очень большая";"Правда, не совсем к месту назначения, но это не беда. ";"2080:264:8"
" иксатан ялд тсарзов йинтелхувд отч ,вокищвориссерд";"ен";"дрессировщиков, что двухлетний возраст для натаски ";"не";" ";"беда, лишь бы только собака была";"М. М. Пришвин. Кэт (1925)";"М. М. Пришвин";"1873";"Кэт";"1925";"художественная";"рассказ";"";"М. Пришвин. «Зеленый шум». Сборник";"1983";"книга";"омонимия снята вручную";"162";"2289";"детский";"н-уровень";"очень большая";"Я слышал от опытных дрессировщиков, что двухлетний возраст для натаски не беда, лишь бы только собака была не тронута неумелой рукой. ";"2124:13:10"
"";"еН";"";"Не";" ";"беда, все вместе будет. ";"В. Ф. Ходасевич. Брюсов (1924)";"В. Ф. Ходасевич";"1886";"Брюсов";"1924";"публицистика";"мемуары";"";"Ходасевич В. Ф. Колеблемый треножник : Избранное / Под общ. ред. Н.А. Богомолова Сост. и подгот. текста В.Г. Перельмутера";"1990";"книга";"омонимия снята вручную";"549";"6403";"н-возраст";"н-уровень";"большая";"Не беда, все вместе будет. ";"2159:62:0"
" ―тюудологоп И";"ен";"И поголодуют― ";"не";" ";"беда. ";"Е. И. Замятин. Север (1918)";"Е. И. Замятин";"1884";"Север";"1918";"художественная";"рассказ";"";"Е.И. Замятин. Избранные произведения в двух томах Том 1";"1990";"книга";"омонимия снята вручную";"1267";"9809";"н-возраст";"н-уровень";"очень большая";"И поголодуют― не беда. ";"2164:718:2"
" есв кат ,от-юровогоп и ьтох";"ен";"хоть и поговорю-то, так все ";"не";" ";"беда!  ";"А. Н. Островский. Гроза (1860)";"А. Н. Островский";"1823";"Гроза";"1860";"художественная";"пьеса";"";"А.Н. Островский. Полное собрание сочинений";"1951";"книга";"омонимия снята вручную";"2429";"14593";"н-возраст";"н-уровень";"большая";"[Катерина] Да хоть и поговорю-то, так все не беда!  ";"1964:1056:7"
" ― ,зар йогурд в и мисуказ ,йулажоп";"ен";"пожалуй, закусим и в другой раз, ― ";"не";" ";"беда. ";"И. И. Панаев. Раздел имения (1850-1860)";"И. И. Панаев";"1812";"Раздел имения";"1850-1860";"художественная";"повесть";"";"И. И. Панаев. Избранная проза";"1988";"книга";"омонимия снята вручную";"565";"7282";"н-возраст";"н-уровень";"очень большая";"Мы, правда, закусили, да для тебя, пожалуй, закусим и в другой раз, ― не беда. ";"1965:132:12"
" от он ,оксярт и ятох ,тен";"ен";"нет, хотя и тряско, но то ";"не";" ";"беда. ";"А. В. Дружинин. Русские в Японии в конце 1853 и в начале 1854 годов (1855)";"А. В. Дружинин";"1824";"Русские в Японии в конце 1853 и в начале 1854 годов";"1855";"публицистика";"статья";"искусство и культура";"";"";"книга";"омонимия снята вручную";"335";"8544";"н-возраст";"н-уровень";"очень большая";"Качки нет, хотя и тряско, но то не беда. ";"1917:263:7"
" еще отэ ,енм оп ,аД";"ен";"Да, по мне, это еще ";"не";" ";"беда: со временем остепенится. ";"А. С. Пушкин. Барышня-крестьянка (1830)";"А. С. Пушкин";"1799";"Барышня-крестьянка";"1830";"художественная";"повесть";"";"А. Пушкин. Полное собрание сочинений";"1937-1949";"книга";"омонимия снята вручную";"405";"5440";"н-возраст";"н-уровень";"очень большая";"Да, по мне, это еще не беда: со временем остепенится. ";"1968:110:5"
" жУ";"ен";"Уж ";"не";" ";"беда ли какая с тобою приключилась?  ";"А. С. Пушкин. Арап Петра Великого (1828)";"А. С. Пушкин";"1799";"Арап Петра Великого";"1828";"художественная";"роман";"";"А. Пушкин. Полное собрание сочинений";"1937-1949";"книга";"омонимия снята вручную";"673";"9148";"н-возраст";"н-уровень";"очень большая";"Уж не беда ли какая с тобою приключилась?  ";"1967:462:1"
" адеБ";"ен";"Беда ";"не";" ";"беда, а признаюсь, я было призадумался. ";"А. С. Пушкин. Арап Петра Великого (1828)";"А. С. Пушкин";"1799";"Арап Петра Великого";"1828";"художественная";"роман";"";"А. Пушкин. Полное собрание сочинений";"1937-1949";"книга";"омонимия снята вручную";"673";"9148";"н-возраст";"н-уровень";"очень большая";"Беда не беда, а признаюсь, я было призадумался. ";"1967:464:1"
" сорпс а ,нибалаБ нидопсог лировог ,актуш";"ен";"шутка, говорил господин Балабин, а спрос ";"не";" ";"беда!.. отведаем, попросим!  ";"А. Т. Болотов. Жизнь и приключения Андрея Болотова, описанные самим им для своих потомков (1800)";"А. Т. Болотов";"1738";"Жизнь и приключения Андрея Болотова, описанные самим им для своих потомков";"1800";"публицистика";"мемуары";"";"Путь к трону: История дворцового переворота 28 июня 1762 года.";"1997";"книга";"омонимия снята вручную";"484";"13804";"н-возраст";"н-уровень";"очень большая";"Попытка не шутка, говорил господин Балабин, а спрос не беда!.. отведаем, попросим!  ";"1994:100:8"
" сорпс а ,актуш ен актыпоп« :ециволсоп";"ен";"пословице: «попытка не шутка, а спрос ";"не";" ";"беда». ";"А. Т. Болотов. Жизнь и приключения Андрея Болотова, описанные самим им для своих потомков (1800)";"А. Т. Болотов";"1738";"Жизнь и приключения Андрея Болотова, описанные самим им для своих потомков";"1800";"публицистика";"мемуары";"";"Путь к трону: История дворцового переворота 28 июня 1762 года.";"1997";"книга";"омонимия снята вручную";"484";"13804";"н-возраст";"н-уровень";"очень большая";"Говорится же в пословице: «попытка не шутка, а спрос не беда». ";"1994:166:9"
" И";"ен";"И ";"не";" ";"беда, что при ближайшем рассмотрении выяснится";"Ольга Дилакторская. История с человеческим лицом // «Дальний Восток», 2019";"Ольга Дилакторская";"";"История с человеческим лицом";"2019";"публицистика | нехудожественная";"рецензия";"искусство и культура";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"125";"1736";"н-возраст";"н-уровень";"большая";"И не беда, что при ближайшем рассмотрении выяснится, что сходство чисто внешнее. ";"60242:96:1"
" ,сяоп йывоклеш ужявзаР";"еН";"Развяжу шелковый пояс, ";"Не";" ";"беда. ";"Эльвира Кочеткова. Запомним: Павел Васильев // «Дальний Восток», 2019";"Эльвира Кочеткова";"";"Запомним: Павел Васильев";"2019";"публицистика | нехудожественная";"статья";"искусство и культура";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"551";"7025";"н-возраст";"н-уровень";"большая";"Развяжу шелковый пояс, Не беда. ";"60191:323:3"
" отэ он ,онченок ,коморп тниБ";"ен";"Бинт промок, конечно, но это ";"не";" ";"беда. ";"Александр Купер. Истопник // «Дальний Восток», 2019";"Александр Купер";"1951";"Истопник";"2019";"художественная";"роман";"";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"3099";"21572";"н-возраст";"н-уровень";"большая";"Бинт промок, конечно, но это не беда. ";"60163:2438:5"
" отэ оН";"ен";"Но это ";"не";" ";"беда, по дороге шла «бу- ранка";"Сергей Лапоников. Охота // «Дальний Восток», 2019";"Сергей Лапоников";"1987";"Охота";"2019";"художественная";"рассказ";"";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"144";"1838";"н-возраст";"н-уровень";"большая";"Но это не беда, по дороге шла «бу- ранка», крепкая и хорошо накатанная. ";"60186:119:2"
" отЭ";"ен";"Это ";"не";" ";"беда, — отвечает Виталик, — вот Толик, если";"Антон Наумов. Да, дела // «Дальний Восток», 2019";"Антон Наумов";"1991";"Да, дела";"2019";"художественная";"рассказ | цикл";"";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"522";"4465";"н-возраст";"н-уровень";"большая";"Это не беда, — отвечает Виталик, — вот Толик, если поймет, что его истинная природа не в легкой небритости, без труда бритву найдет. ";"60231:233:1"
" ,анар ьсалыркто ябет у отч ,оТ";"ен";"То, что у тебя открылась рана, ";"не";" ";"беда, ― вернулся он к первоначальному разговору. ";"В. О. Авченко. Примечания к книге «Фадеев» (2017)";"В. О. Авченко";"1980";"Примечания к книге «Фадеев»";"2017";"публицистика | нехудожественная";"комментарий";"частная жизнь";"Авченко В. О. Фадеев";"2017";"книга";"омонимия не снята";"1101";"11793";"н-возраст";"н-уровень";"большая";"То, что у тебя открылась рана, не беда, ― вернулся он к первоначальному разговору. ";"24749:539:6"
"«  :меиратнеммок мищюавыпречси хи яаджоворпос ,вотнерукнок ыткеорп";"еН";"проекты конкурентов, сопровождая их исчерпывающим комментарием:  «";"Не";" ";"беда, что все это ― дермо, но";"Л. А. Данилкин. Ленин: Пантократор солнечных пылинок (2017)";"Л. А. Данилкин";"1974";"Ленин: Пантократор солнечных пылинок";"2017";"публицистика | нехудожественная";"биография";"история | политика и общественная жизнь";"Данилкин Л. А., Ленин: «Пантократор солнечных пылинок»";"2017";"книга";"омонимия не снята";"9832";"272710";"н-возраст";"н-уровень";"большая";"Ленин перечислял проекты конкурентов, сопровождая их исчерпывающим комментарием:  «Не беда, что все это ― дермо, но зато массовое дермо». ";"22478:2217:8"
"";"еН";"";"Не";" ";"беда, капитализм развивается в России, а";"Л. А. Данилкин. Ленин: Пантократор солнечных пылинок (2017)";"Л. А. Данилкин";"1974";"Ленин: Пантократор солнечных пылинок";"2017";"публицистика | нехудожественная";"биография";"история | политика и общественная жизнь";"Данилкин Л. А., Ленин: «Пантократор солнечных пылинок»";"2017";"книга";"омонимия не снята";"9832";"272710";"н-возраст";"н-уровень";"большая";"Не беда, капитализм развивается в России, а количество рабочих в целом увеличивается; материал для деятельности партии имеется, и материал перспективный,  «массы за нас». ";"22478:2829:0"
" И";"ен";"И ";"не";" ";"беда, что у него голова с";"Станислав Дробышевский. Достающее звено. Книга 2. Люди (2017)";"Станислав Дробышевский";"1978";"Достающее звено. Книга 2. Люди";"2017";"учебно-научная";"монография";"наука и технологии | биология | социология";"Достающее звено. Книга 2. Люди";"2017";"книга";"омонимия не снята";"8946";"154097";"н-возраст";"н-уровень";"большая";"И не беда, что у него голова с кулак, ничего, что больше всего он похож на карликовую гориллу, ― это действительно он, Великий Предок!  ";"131142:75:1"
" ,меанз ежу ым как ,отЭ";"ен";"Это, как мы уже знаем, ";"не";" ";"беда, поскольку протон из раствора можно";"Сергей Ястребов. От атомов к древу. Введение в современную науку о жизни (2017)";"Сергей Ястребов";"1954";"От атомов к древу. Введение в современную науку о жизни";"2017";"учебно-научная";"монография";"наука и технологии | биология | химия";"Сергей Ястребов. От атомов к древу. Введение в современную науку о жизни";"2018";"книга";"омонимия не снята";"10588";"154308";"н-возраст";"н-уровень";"большая";"Это, как мы уже знаем, не беда, поскольку протон из раствора можно в любой момент взять обратно. ";"130655:4672:5"
" отэ он ,еинадз еонневтсбос еовон в";"ен";"в новое собственное здание, но это ";"не";" ";"беда, поскольку в одном из номеров";"М. Б. Бару. Таракан на канате // «Волга», 2016";"М. Б. Бару";"1958";"Таракан на канате";"2016";"публицистика | нехудожественная";"очерк";"искусство и культура | история | путешествия";"«Волга»";"2016";"журнал";"омонимия не снята";"834";"14207";"н-возраст";"н-уровень";"большая";"Чучело птички, которая вылетела из аппарата Прокудина-Горского, мне увидеть так и не удалось, поскольку его утеряли во время переезда музея из монастыря в новое собственное здание, но это не беда, поскольку в одном из номеров то ли «Старицкого краеведа», то ли московского журнала «Длиннофокусник» была статья, в которой подробно описывался род, вид и отряд, к которому эта птичка принадлежала. ";"62173:242:29"
" оН";"ен";"Но ";"не";" ";"беда. ";"В. А. Марушин. По реке Белой к жемчужине Урала — пещере Шульган-Таш (2016)";"В. А. Марушин";"";"По реке Белой к жемчужине Урала — пещере Шульган-Таш";"2016";"публицистика | нехудожественная";"путеводитель";"путешествия | природа | спорт";"Вадим Марушин. «По реке Белой к жемчужине Урала — пещере Шульган-Таш» Путеводитель";"2016";"книга";"омонимия не снята";"2118";"29063";"н-возраст";"н-уровень";"большая";"Но не беда. ";"23744:278:1"
"";"еН";"";"Не";" ";"беда, что я седой,   Но с";"Аркадий Мацанов. Мастер и подмастерье (2016) // «Ковчег», 2015";"Аркадий Мацанов";"1934";"Мастер и подмастерье";"2016";"художественная";"роман";"";"«Ковчег»";"2015";"журнал";"омонимия не снята";"7898";"61559";"н-возраст";"н-уровень";"большая";"Не беда, что я седой,   Но с женой зелёной   Я, как прежде, молодой,   И опять влюблённый!.. ";"60541:7431:0"
" адеБ";"ен";"Беда ";"не";" ";"беда, да бедно жила их семья. ";"А. Г. Асмолов. Белошвейка и белоручка (2015)";"А. Г. Асмолов";"1953";"Белошвейка и белоручка";"2015";"художественная";"сказка";"";"А. Г. Асмолов. Белошвейка и белоручка. Сборник сказок";"2015";"книга";"омонимия не снята";"110";"957";"детский";"н-уровень";"большая";"Беда не беда, да бедно жила их семья. ";"19396:10:1"
"";"еН";"";"Не";" ";"беда!  ";"А. Г. Асмолов. Шоколадный остров (2015)";"А. Г. Асмолов";"1953";"Шоколадный остров";"2015";"художественная";"сказка";"";"А. Г. Асмолов. Белошвейка и белоручка. Сборник сказок";"2015";"книга";"омонимия не снята";"133";"1529";"детский";"н-уровень";"большая";"Не беда!  ";"19428:17:0"
" ,уН";"ен";"Ну, ";"не";" ";"беда, что этот мир еще вчера";"И. Н. Вирабов. Андрей Вознесенский (2015)";"И. Н. Вирабов";"1959";"Андрей Вознесенский";"2015";"публицистика | нехудожественная";"монография";"искусство и культура | частная жизнь";"И. Н. Вирабов. Андрей Вознесенский";"2015";"книга";"омонимия не снята";"20293";"222730";"н-возраст";"н-уровень";"большая";"Ну, не беда, что этот мир еще вчера чуть не спалил половину нашей страны ― горы трупов оставляли нам, лапотникам, из лучших европейских побуждений. ";"24609:17425:1"
" ,ондаЛ";"ен";"Ладно, ";"не";" ";"беда. ";"Гузель Яхина. Зулейха открывает глаза (2015)";"Гузель Яхина";"1977";"Зулейха открывает глаза";"2015";"художественная";"роман";"";"";"2015";"книга";"омонимия не снята";"9930";"103292";"н-возраст";"н-уровень";"большая";"Ладно, не беда. ";"22963:9171:1"
" иицкнаС";"ен";"Санкции ";"не";" ";"беда ";"Евгений Каблов. На перекрестке науки, образования и промышленности // «Эксперт», 2015";"Евгений Каблов";"";"На перекрестке науки, образования и промышленности";"2015";"публицистика | нехудожественная";"статья";"наука и технологии | образование | бизнес, коммерция, экономика, финансы";"«Эксперт»";"2015";"журнал";"омонимия не снята";"173";"3243";"н-возраст";"н-уровень";"большая";"Санкции не беда ";"55234:151:1"
"";"еН";"";"Не";" ";"беда! ― воскликнула мышка. ";"А. В. Лисаченко. Алфавитные сказки (2015)";"А. В. Лисаченко";"1976";"Алфавитные сказки";"2015";"художественная";"сказка";"";"Алексей Лисаченко. Алфавитные сказки";"2015";"книга";"омонимия не снята";"892";"8356";"подростковый";"н-уровень";"большая";"Не беда! ― воскликнула мышка. ";"19581:356:0"
" ,тюавыворовдоп ,еважред о яедар ,адгоК";"ен";"Когда, радея о державе, подворовывают, ";"не";" ";"беда: дело, как говорил Карлсон, житейское. ";"Ю. М. Поляков. Любовь в эпоху перемен (2015)";"Ю. М. Поляков";"1954";"Любовь в эпоху перемен";"2015";"художественная";"роман";"";"Поляков Ю. М. Любовь в эпоху перемен. М.: «АСТ»,  2015";"2015";"книга";"омонимия не снята";"10235";"90093";"н-возраст";"н-уровень";"большая";"Когда, радея о державе, подворовывают, не беда: дело, как говорил Карлсон, житейское. ";"129748:3661:5"
" ежад и ерог ен отэ ― ,ясьшеулаж";"ен";"жалуешься, ― это не горе и даже ";"не";" ";"беда. ";"Дмитрий Соколов-Митрич. Лёша из Лавры // «Русский репортер», 2015";"Дмитрий Соколов-Митрич";"1975";"Лёша из Лавры";"2015";"публицистика";"статья";"религия";"«Русский репортер»";"2015";"журнал";"омонимия не снята";"350";"4280";"н-возраст";"н-уровень";"большая";"А то, на что ты сейчас жалуешься, ― это не горе и даже не беда. ";"54355:347:12"
"";"еН";"";"Не";" ";"беда, что сразу ребенок мало участвует";"Н. Лейкина. Детская игра: цели, задачи, этапы (04.11.2015) // Православие и мир (pravmir.ru), 2015";"Н. Лейкина";"";"Детская игра: цели, задачи, этапы";"04.11.2015";"публицистика | нехудожественная";"статья";"образование | психология";"Православие и мир (pravmir.ru)";"2015";"электронный текст";"омонимия не снята";"238";"2892";"н-возраст";"н-уровень";"большая";"Не беда, что сразу ребенок мало участвует в игре, больше смотрит. ";"54163:33:0"
" ― юувон мипук еН";"ен";"Не купим новую ― ";"не";" ";"беда, откроем старую ― вон их сколько";"М. В. Строганова. Московская книжная ярмарка: дети читают, православные — не очень (04.09.2015) // Православие и мир (pravmir.ru), 2015";"М. В. Строганова";"";"Московская книжная ярмарка: дети читают, православные — не очень";"04.09.2015";"публицистика | нехудожественная";"статья";"искусство и культура | религия | досуг, зрелища и развлечения | история";"Православие и мир (pravmir.ru)";"2015";"электронный текст";"омонимия не снята";"108";"1472";"н-возраст";"н-уровень";"большая";"Не купим новую ― не беда, откроем старую ― вон их сколько, и половина не прочитана. ";"54142:65:3"
"";"еН";"";"Не";" ";"беда!  ";"Ирина Васюченко. Хромые на склоне // «Ковчег», 2014";"Ирина Васюченко";"1946";"Хромые на склоне";"2014";"художественная";"повесть";"";"«Ковчег»";"2014";"журнал";"омонимия не снята";"7726";"80427";"н-возраст";"н-уровень";"большая";"Не беда!  ";"60476:4057:0"
"";"еН";"";"Не";" ";"беда. ";"Ирина Васюченко. Хромые на склоне // «Ковчег», 2014";"Ирина Васюченко";"1946";"Хромые на склоне";"2014";"художественная";"повесть";"";"«Ковчег»";"2014";"журнал";"омонимия не снята";"7726";"80427";"н-возраст";"н-уровень";"большая";"Не беда. ";"60476:5397:0"
" отч ,нифьлед — килорк и хыроток еноф";"ен";"фоне которых и кролик — дельфин, что ";"не";" ";"беда. ";"Ирина Васюченко. Хромые на склоне // «Ковчег», 2014";"Ирина Васюченко";"1946";"Хромые на склоне";"2014";"художественная";"повесть";"";"«Ковчег»";"2014";"журнал";"омонимия не снята";"7726";"80427";"н-возраст";"н-уровень";"большая";"Впрочем, там плещется столько старушек всевозможных форм и размеров, на фоне которых и кролик — дельфин, что не беда. ";"60476:6947:16"
" И";"ен";"И ";"не";" ";"беда, что так и не напечатался";"Ефим Гаммер. Живые зеркала // «Ковчег», 2014";"Ефим Гаммер";"1945";"Живые зеркала";"2014";"художественная";"роман";"";"«Ковчег»";"2014";"журнал";"омонимия не снята";"3807";"39888";"н-возраст";"н-уровень";"большая";"И не беда, что так и не напечатался в «Смене», не попал на Всесоюзное совещание молодых юмористов и сатириков, позволяющее гвардии рядовому Ефиму Гаммеру выйти в генералы, скорей всего, свадебные, от официальной литературы героической эпохи застоя. ";"60485:2599:1"
" ад уН";"ен";"Ну да ";"не";" ";"беда, Химин на своем месте не";"Александра Маринина. Ангелы на льду не выживают. Т. 1 (2014)";"Александра Маринина";"1957";"Ангелы на льду не выживают. Т. 1";"2014";"художественная";"роман";"";"Александра Маринина. Ангелы на льду не выживают. Т. 1";"2014";"книга";"омонимия не снята";"5687";"69613";"н-возраст";"н-уровень";"большая";"Ну да не беда, Химин на своем месте не первый год работает и с такими Ларами управляться умеет. ";"23297:375:2"
" ежаД";"ен";"Даже ";"не";" ";"беда, трагедия настоящая в том, что";"Александр Петров. Биополярный мусорщик // «Менестрель», 2014";"Александр Петров";"";"Биополярный мусорщик";"2014";"художественная";"рассказ";"";"«Менестрель»";"2014";"журнал";"омонимия не снята";"332";"3935";"н-возраст";"н-уровень";"большая";"Даже не беда, трагедия настоящая в том, что я такой один, других таких в мире просто нет. ";"60591:228:1"
" оН";"ен";"Но ";"не";" ";"беда… ";"И. Л. Шолохова. Дневник (2014)";"И. Л. Шолохова";"1971";"Дневник";"2014";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | искусство и культура";"";"";"электронное издание";"омонимия не снята";"877";"9427";"н-возраст";"н-уровень";"личная";"Но не беда… ";"21356:762:1"
" И";"ен";"И ";"не";" ";"беда, что те ни к чему";"Ким Балков. Балалайка // «Сибирские огни», 2013";"Ким Балков";"1937";"Балалайка";"2013";"художественная";"рассказ";"";"«Сибирские огни»";"2013";"журнал";"омонимия не снята";"586";"7397";"н-возраст";"н-уровень";"средняя";"И не беда, что те ни к чему не приводили, исчезали так же неожиданно, как и появлялись. ";"59667:355:1"
" — :яслашулсирп Я";"еН";"Я прислушался: — ";"Не";" ";"беда… — говорит тётя Маня шёпотом и";"Владимир Ланг. Калейдоскоп детства // «Ковчег», 2013";"Владимир Ланг";"1938";"Калейдоскоп детства";"2013";"публицистика | нехудожественная";"мемуары";"";"«Ковчег»";"2013";"журнал";"омонимия не снята";"3937";"33341";"н-возраст";"н-уровень";"большая";"Я прислушался: — Не беда… — говорит тётя Маня шёпотом и громко прибавляет: — И капля уксуса. ";"60442:1393:2"
" отЭ";"ен";"Это ";"не";" ";"беда — матерчатый футляр чёрный, и я";"Владимир Ланг. Калейдоскоп детства // «Ковчег», 2013";"Владимир Ланг";"1938";"Калейдоскоп детства";"2013";"публицистика | нехудожественная";"мемуары";"";"«Ковчег»";"2013";"журнал";"омонимия не снята";"3937";"33341";"н-возраст";"н-уровень";"большая";"Это не беда — матерчатый футляр чёрный, и я уже знаю, что он очень скоро раскалится на солнце и вода согреется. ";"60442:3140:1"
"";"еН";"";"Не";" ";"беда и даже разумно, если бессодержательное";"Олег Сон. Вы ко мне писали… // «Волга», 2013";"Олег Сон";"1958";"Вы ко мне писали…";"2013";"художественная";"рассказ";"";"«Волга»";"2013";"журнал";"омонимия не снята";"100";"1556";"н-возраст";"н-уровень";"большая";"Не беда и даже разумно, если бессодержательное время служит передышке: слабенькая мысль без смены направления, желтый чай, ситуация в стране и за ее пределами с тактом музыки между количеством побитых землетрясением и два ― ноль в пользу гостей, книга в отсвечивающей обложке, которую в другое время не стал бы читать (а ведь не подарили же, зачем-то же ее купил!), ― все это не так ужасно, а стало быть, почему нет?  ";"61961:3:0"
"";"еН";"";"Не";" ";"беда, я в темноте вижу как";"Юрий Топунов. Англичанка // «Ковчег», 2013";"Юрий Топунов";"1948";"Англичанка";"2013";"художественная";"рассказ";"";"«Ковчег»";"2013";"журнал";"омонимия не снята";"285";"4016";"н-возраст";"н-уровень";"большая";"Не беда, я в темноте вижу как кошка, — прихвастнул для пущей важности, — это чисто профессиональное свойство моряков!  ";"60423:96:0"
"";"еН";"";"Не";" ";"беда, есть полная карта мира в";"Форум: TES 5. Skyrim — карта мира (2011-2013)";"коллективный";"";"Форум: TES 5. Skyrim — карта мира";"2011-2013";"электронная коммуникация";"форум";"досуг, зрелища и развлечения";"";"";"электронный текст";"омонимия не снята";"137";"1359";"н-возраст";"н-уровень";"большая";"[Mau, муж] Не беда, есть полная карта мира в высоком разрешении с указанием всех мест с координатами. ";"25414:2:0"
